bill_number,session,session_type,action_date,action,order
HB15-1030,2015,RS,2015-04-24,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,9
HB15-1030,2015,RS,2015-04-24,Senate Second Reading Special Order - Passed - No Amendments,10
HB15-1030,2015,RS,2015-04-27,Senate Third Reading Passed - No Amendments,11
HB15-1030,2015,RS,2015-05-06,Signed by the Speaker of the House,12
HB15-1030,2015,RS,2015-05-08,Sent to the Governor,13
HB15-1030,2015,RS,2015-05-08,Signed by the President of the Senate,14
HB15-1030,2015,RS,2015-05-27,Governor Signed,15
HB15-1031,2015,RS,2015-01-07,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB15-1031,2015,RS,2015-01-26,"House Committee on State, Veterans, & Military Affairs Refer Amended to House Committee of the Whole",2
HB15-1031,2015,RS,2015-01-29,House Second Reading Passed with Amendments - Committee,3
HB15-1031,2015,RS,2015-01-30,House Third Reading Laid Over Daily - No Amendments,4
HB15-1031,2015,RS,2015-02-02,House Third Reading Passed - No Amendments,5
HB15-1031,2015,RS,2015-02-06,Introduced In Senate - Assigned to Judiciary,6
HB15-1031,2015,RS,2015-02-24,Senate Committee on Judiciary Refer Unamended to Senate Committee of the Whole,7
HB15-1031,2015,RS,2015-02-27,Senate Second Reading Passed with Amendments - Floor,8
HB15-1031,2015,RS,2015-03-02,Senate Third Reading Passed - No Amendments,9
HB15-1031,2015,RS,2015-03-04,House Considered Senate Amendments - Result was to Laid Over Daily,10
HB15-1031,2015,RS,2015-03-06,House Considered Senate Amendments - Result was to Laid Over to 03/06/2015,11
HB15-1031,2015,RS,2015-03-19,House Considered Senate Amendments - Result was to Concur - Repass,12
HB15-1031,2015,RS,2015-03-20,Signed by the Speaker of the House,13
HB15-1031,2015,RS,2015-03-20,Signed by the President of the Senate,14
HB15-1031,2015,RS,2015-03-20,Sent to the Governor,15
HB15-1031,2015,RS,2015-03-30,Governor Signed,16
HB15-1032,2015,RS,2015-01-07,Introduced In House - Assigned to Public Health Care & Human Services,1
HB15-1032,2015,RS,2015-01-27,House Committee on Public Health Care & Human Services Refer Amended to House Committee of the Whole,2
HB15-1032,2015,RS,2015-02-05,"House Second Reading Passed with Amendments - Committee, Floor",3
HB15-1032,2015,RS,2015-02-06,House Third Reading Passed - No Amendments,4
HB15-1032,2015,RS,2015-02-17,Introduced In Senate - Assigned to Health & Human Services,5
HB15-1032,2015,RS,2015-03-04,Senate Committee on Health & Human Services Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB15-1032,2015,RS,2015-03-10,Senate Second Reading Passed - No Amendments,7
HB15-1032,2015,RS,2015-03-11,Senate Third Reading Passed - No Amendments,8
HB15-1032,2015,RS,2015-03-13,Signed by the President of the Senate,9
HB15-1032,2015,RS,2015-03-13,Signed by the Speaker of the House,10
HB15-1032,2015,RS,2015-03-16,Sent to the Governor,11
HB15-1032,2015,RS,2015-03-20,Governor Signed,12
HB15-1033,2015,RS,2015-01-07,Introduced In House - Assigned to Public Health Care & Human Services,1
HB15-1033,2015,RS,2015-02-17,House Committee on Public Health Care & Human Services Refer Amended to Appropriations,2
HB15-1033,2015,RS,2015-04-10,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB15-1033,2015,RS,2015-04-13,House Second Reading Laid Over Daily - No Amendments,4
HB15-1033,2015,RS,2015-04-14,House Second Reading Passed with Amendments - Committee,5
HB15-1033,2015,RS,2015-04-15,House Third Reading Passed - No Amendments,6
HB15-1033,2015,RS,2015-04-17,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",7
HB15-1033,2015,RS,2015-04-22,"Senate Committee on State, Veterans, & Military Affairs Refer Unamended to Appropriations",8
HB15-1033,2015,RS,2015-04-24,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,9
HB15-1033,2015,RS,2015-04-24,Senate Second Reading Special Order - Passed - No Amendments,10
HB15-1033,2015,RS,2015-04-27,Senate Third Reading Passed - No Amendments,11
HB15-1033,2015,RS,2015-05-08,Signed by the Speaker of the House,12
HB15-1033,2015,RS,2015-05-08,Signed by the President of the Senate,13
HB15-1033,2015,RS,2015-05-11,Sent to the Governor,14
HB15-1033,2015,RS,2015-06-04,Governor Signed,15
HB15-1034,2015,RS,2015-01-07,Introduced In House - Assigned to Judiciary + Appropriations,1
HB15-1034,2015,RS,2015-01-15,House Committee on Judiciary Refer Unamended to Appropriations,2
HB15-1034,2015,RS,2015-01-30,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB15-1034,2015,RS,2015-02-03,House Second Reading Passed with Amendments - Committee,4
HB15-1034,2015,RS,2015-02-04,House Third Reading Passed - No Amendments,5
HB15-1034,2015,RS,2015-02-06,Introduced In Senate - Assigned to Judiciary + Appropriations,6
HB15-1034,2015,RS,2015-02-24,Senate Committee on Judiciary Refer Unamended to Appropriations,7
HB15-1034,2015,RS,2015-03-03,Senate Committee on Appropriations Refer Unamended - Consent Calendar to Senate Committee of the Whole,8
HB15-1034,2015,RS,2015-03-05,Senate Second Reading Passed - No Amendments,9
HB15-1034,2015,RS,2015-03-06,Senate Third Reading Passed - No Amendments,10
HB15-1034,2015,RS,2015-03-11,Signed by the Speaker of the House,11
HB15-1034,2015,RS,2015-03-12,Signed by the President of the Senate,12
HB15-1034,2015,RS,2015-03-12,Sent to the Governor,13
HB15-1034,2015,RS,2015-03-20,Governor Signed,14
HB15-1035,2015,RS,2015-01-07,Introduced In House - Assigned to Judiciary + Appropriations,1
HB15-1035,2015,RS,2015-02-03,House Committee on Judiciary Refer Amended to Appropriations,2
HB15-1035,2015,RS,2015-02-20,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB15-1035,2015,RS,2015-02-24,House Second Reading Laid Over to 02/26/2015 - No Amendments,4
HB15-1035,2015,RS,2015-02-26,"House Second Reading Passed with Amendments - Committee, Floor",5
HB15-1035,2015,RS,2015-02-27,House Third Reading Passed - No Amendments,6
HB15-1035,2015,RS,2015-03-03,Introduced In Senate - Assigned to Judiciary,7
HB15-1035,2015,RS,2015-03-11,Senate Committee on Judiciary Refer Unamended - Consent Calendar to Senate Committee of the Whole,8
HB15-1035,2015,RS,2015-03-16,Senate Second Reading Passed - No Amendments,9
HB15-1035,2015,RS,2015-03-17,Senate Third Reading Passed - No Amendments,10
HB15-1035,2015,RS,2015-03-20,Signed by the Speaker of the House,11
HB15-1035,2015,RS,2015-03-20,Signed by the President of the Senate,12
HB15-1035,2015,RS,2015-03-20,Sent to the Governor,13
HB15-1035,2015,RS,2015-03-30,Governor Signed,14
HB15-1036,2015,RS,2015-01-07,Introduced In House - Assigned to Public Health Care & Human Services,1
HB15-1036,2015,RS,2015-02-03,House Committee on Public Health Care & Human Services Postpone Indefinitely,2
HB15-1037,2015,RS,2015-01-07,Introduced In House - Assigned to Education,1
HB15-1037,2015,RS,2015-02-09,House Committee on Education Postpone Indefinitely,2
HB15-1038,2015,RS,2015-01-07,"Introduced In House - Assigned to Agriculture, Livestock, & Natural Resources",1
HB15-1038,2015,RS,2015-02-02,"House Committee on Agriculture, Livestock, & Natural Resources Refer Amended to House Committee of the Whole",2
HB15-1038,2015,RS,2015-02-03,House Second Reading Laid Over to 02/09/2015 - No Amendments,3
HB15-1038,2015,RS,2015-02-09,"House Second Reading Passed with Amendments - Committee, Floor",4
HB15-1038,2015,RS,2015-02-10,House Third Reading Passed - No Amendments,5
HB15-1038,2015,RS,2015-02-17,"Introduced In Senate - Assigned to Agriculture, Natural Resources, & Energy",6
HB15-1038,2015,RS,2015-03-05,"Senate Committee on Agriculture, Natural Resources, & Energy Postpone Indefinitely",7
HB15-1039,2015,RS,2015-01-07,Introduced In House - Assigned to Public Health Care & Human Services,1
HB15-1039,2015,RS,2015-01-20,House Committee on Public Health Care & Human Services Refer Amended to House Committee of the Whole,2
HB15-1039,2015,RS,2015-01-23,House Second Reading Passed with Amendments - Committee,3
HB15-1039,2015,RS,2015-01-26,House Third Reading Passed - No Amendments,4
HB15-1039,2015,RS,2015-01-28,Introduced In Senate - Assigned to Health & Human Services,5
HB15-1039,2015,RS,2015-02-12,Senate Committee on Health & Human Services Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB15-1039,2015,RS,2015-02-18,Senate Second Reading Passed - No Amendments,7
HB15-1039,2015,RS,2015-02-19,Senate Third Reading Passed - No Amendments,8
HB15-1039,2015,RS,2015-03-02,Signed by the Speaker of the House,9
HB15-1039,2015,RS,2015-03-03,Signed by the President of the Senate,10
HB15-1039,2015,RS,2015-03-03,Sent to the Governor,11
HB15-1039,2015,RS,2015-03-13,Governor Signed,12
HB15-1040,2015,RS,2015-01-07,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB15-1040,2015,RS,2015-02-09,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB15-1041,2015,RS,2015-01-07,Introduced In House - Assigned to Judiciary + Appropriations,1
HB15-1041,2015,RS,2015-02-26,House Committee on Judiciary Postpone Indefinitely,2
HB15-1042,2015,RS,2015-01-07,Introduced In House - Assigned to Judiciary,1
HB15-1042,2015,RS,2015-02-24,House Committee on Judiciary Refer Amended to House Committee of the Whole,2
HB15-1042,2015,RS,2015-02-26,House Second Reading Laid Over to 03/04/2015 - No Amendments,3
HB15-1042,2015,RS,2015-03-06,"House Second Reading Passed with Amendments - Committee, Floor",4
HB15-1042,2015,RS,2015-03-09,House Third Reading Passed - No Amendments,5
HB15-1042,2015,RS,2015-03-11,Introduced In Senate - Assigned to Judiciary,6
HB15-1042,2015,RS,2015-04-06,Senate Committee on Judiciary Refer Unamended to Senate Committee of the Whole,7
HB15-1042,2015,RS,2015-04-09,Senate Second Reading Passed - No Amendments,8
HB15-1042,2015,RS,2015-04-10,Senate Third Reading Passed - No Amendments,9
HB15-1042,2015,RS,2015-04-17,Signed by the Speaker of the House,10
HB15-1042,2015,RS,2015-04-20,Signed by the President of the Senate,11
HB15-1042,2015,RS,2015-04-20,Sent to the Governor,12
HB15-1042,2015,RS,2015-04-24,Governor Signed,13
HB15-1043,2015,RS,2015-01-07,Introduced In House - Assigned to Judiciary + Appropriations,1
HB15-1043,2015,RS,2015-02-05,House Committee on Judiciary Refer Amended to Finance,2
HB15-1043,2015,RS,2015-03-25,House Committee on Finance Refer Amended to Appropriations,3
HB15-1043,2015,RS,2015-04-10,House Committee on Appropriations Refer Amended to House Committee of the Whole,4
HB15-1043,2015,RS,2015-04-13,House Second Reading Laid Over Daily - No Amendments,5
HB15-1043,2015,RS,2015-04-14,House Second Reading Passed with Amendments - Committee,6
HB15-1043,2015,RS,2015-04-15,House Third Reading Passed - No Amendments,7
HB15-1043,2015,RS,2015-04-17,Introduced In Senate - Assigned to Judiciary + Appropriations,8
HB15-1043,2015,RS,2015-04-28,Senate Committee on Judiciary Refer Unamended to Finance,9
HB15-1043,2015,RS,2015-04-30,Senate Committee on Finance Refer Unamended to Appropriations,10
HB15-1043,2015,RS,2015-05-01,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,11
HB15-1043,2015,RS,2015-05-05,Senate Second Reading Passed - No Amendments,12
HB15-1043,2015,RS,2015-05-06,Senate Third Reading Passed - No Amendments,13
HB15-1043,2015,RS,2015-05-14,Signed by the Speaker of the House,14
HB15-1043,2015,RS,2015-05-18,Signed by the President of the Senate,15
HB15-1043,2015,RS,2015-05-18,Sent to the Governor,16
HB15-1043,2015,RS,2015-06-01,Governor Signed,17
HB15-1044,2015,RS,2015-01-07,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB15-1044,2015,RS,2015-03-02,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB15-1045,2015,RS,2015-01-07,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB15-1045,2015,RS,2015-01-26,"House Committee on State, Veterans, & Military Affairs Refer Unamended to House Committee of the Whole",2
HB15-1045,2015,RS,2015-01-29,House Second Reading Passed - No Amendments,3
HB15-1045,2015,RS,2015-01-30,House Third Reading Laid Over Daily - No Amendments,4
HB15-1045,2015,RS,2015-02-02,House Third Reading Passed - No Amendments,5
HB15-1045,2015,RS,2015-02-06,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",6
HB15-1045,2015,RS,2015-02-18,"Senate Committee on State, Veterans, & Military Affairs Witness Testimony and/or Committee Discussion Only",7
HB15-1045,2015,RS,2015-02-25,"Senate Committee on State, Veterans, & Military Affairs Refer Amended to Appropriations",8
HB15-1045,2015,RS,2015-04-17,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,9
HB15-1045,2015,RS,2015-04-21,Senate Second Reading Laid Over Daily - No Amendments,10
HB15-1045,2015,RS,2015-04-22,Senate Second Reading Laid Over Daily - No Amendments,11
HB15-1045,2015,RS,2015-04-23,Senate Second Reading Passed with Amendments - Committee,12
HB15-1045,2015,RS,2015-04-24,Senate Third Reading Passed - No Amendments,13
HB15-1045,2015,RS,2015-04-27,House Considered Senate Amendments - Result was to Concur - Repass,14
HB15-1045,2015,RS,2015-05-01,Signed by the Speaker of the House,15
HB15-1045,2015,RS,2015-05-01,Signed by the President of the Senate,16
HB15-1045,2015,RS,2015-05-01,Sent to the Governor,17
HB15-1045,2015,RS,2015-05-27,Governor Signed,18
HB15-1046,2015,RS,2015-01-07,Introduced In House - Assigned to Transportation & Energy,1
HB15-1046,2015,RS,2015-02-04,House Committee on Transportation & Energy Refer Amended to Appropriations,2
HB15-1046,2015,RS,2015-02-20,House Committee on Appropriations Refer Unamended to House Committee of the Whole,3
HB15-1046,2015,RS,2015-02-24,House Second Reading Passed with Amendments - Committee,4
HB15-1046,2015,RS,2015-02-25,House Third Reading Passed - No Amendments,5
HB15-1046,2015,RS,2015-03-11,Introduced In Senate - Assigned to Transportation,6
HB15-1046,2015,RS,2015-03-17,Senate Committee on Transportation Refer Unamended - Consent Calendar to Senate Committee of the Whole,7
HB15-1046,2015,RS,2015-03-20,Senate Second Reading Laid Over Daily - No Amendments,8
HB15-1046,2015,RS,2015-03-23,Senate Second Reading Laid Over Daily - No Amendments,9
HB15-1046,2015,RS,2015-03-24,Senate Second Reading Passed - No Amendments,10
HB15-1046,2015,RS,2015-03-25,Senate Third Reading Passed - No Amendments,11
HB15-1046,2015,RS,2015-03-25,Senate Third Reading Reconsidered - No Amendments,12
HB15-1046,2015,RS,2015-03-25,Senate Third Reading Passed - No Amendments,13
HB15-1046,2015,RS,2015-03-27,Signed by the Speaker of the House,14
HB15-1046,2015,RS,2015-03-30,Signed by the President of the Senate,15
HB15-1046,2015,RS,2015-03-30,Sent to the Governor,16
HB15-1046,2015,RS,2015-04-08,Governor Signed,17
HB15-1047,2015,RS,2015-01-07,Introduced In House - Assigned to Business Affairs and Labor,1
HB15-1047,2015,RS,2015-01-29,House Committee on Business Affairs and Labor Refer Amended to House Committee of the Whole,2
HB15-1047,2015,RS,2015-02-03,House Second Reading Laid Over to 02/05/2015 - No Amendments,3
HB15-1047,2015,RS,2015-02-05,House Second Reading Passed with Amendments - Committee,4
HB15-1047,2015,RS,2015-02-06,House Third Reading Passed - No Amendments,5
HB15-1047,2015,RS,2015-02-17,Introduced In Senate - Assigned to Finance,6
HB15-1047,2015,RS,2015-02-19,Senate Committee on Finance Refer Amended to Senate Committee of the Whole,7
HB15-1047,2015,RS,2015-02-24,Senate Second Reading Passed - No Amendments,8
HB15-1047,2015,RS,2015-02-25,Senate Third Reading Laid Over Daily - No Amendments,9
HB15-1047,2015,RS,2015-02-26,Senate Third Reading Passed - No Amendments,10
HB15-1047,2015,RS,2015-03-04,Signed by the Speaker of the House,11
HB15-1047,2015,RS,2015-03-05,Signed by the President of the Senate,12
HB15-1047,2015,RS,2015-03-05,Sent to the Governor,13
HB15-1047,2015,RS,2015-03-13,Governor Signed,14
HB15-1048,2015,RS,2015-01-07,"Introduced In House - Assigned to Health, Insurance, & Environment",1
