bill_number,session,session_type,title,sponsors,out_chamber_sponsors,bill_url
SB15-127,2015,RS,Tax Incentives For Agritourism-related Activities,GARCIA,DORE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/EC3D72CA6C449C7D87257DC800759202?opendocument
SB15-128,2015,RS,Medical Reports Of Alleged Sexual Assaults,CARROLL,LANDGRAF; PRIMAVERA,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/76A964D29CEC593287257D8800680D85?opendocument
SB15-129,2015,RS,Preserving Parent-child relationships,LUNDBERG,KAGAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/A61A52CD435A9BDF87257D9B005AF91A?opendocument
SB15-130,2015,RS,Assist Conservation Easement Tax Credit Buyers,KEFALAS,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/16AADA3C56957A7387257DA10061BEA0?opendocument
SB15-131,2015,RS,Fostering Success Collaborative For Foster Youth,NEWELL,PETTERSEN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2B809C74075CE1DC87257DCD0001D868?opendocument
SB15-132,2015,RS,Empowering Students In Higher Education Funding,TODD,PETTERSEN; DANIELSON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6116C37933218E8C87257DB0007EFCAE?opendocument
SB15-133,2015,RS,Comp Report Prepared By State Personnel Director,LAMBERT,RANKIN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/3752E90D0965139687257DCD00031832?opendocument
SB15-134,2015,RS,Energy Cost-savings Contracts For Vehicle Fleets,JONES,TYLER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1DFA600A3B1772C087257DCC007E9552?opendocument
SB15-135,2015,RS,Public Bodies & Urban Renewal,MARTINEZ HUMENIK; JAHN,LEBSOCK; SAINE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B917086178B171EC87257DCC0064215F?opendocument
SB15-136,2015,RS,Labeling Of Retail Marijuana Packaging,HILL,PABON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/480D3B6C26D2B5AD87257DB200674E17?opendocument
SB15-137,2015,RS,PACE Program Flexibility For Business Entity,BALMER,DELGROSSO; GINAL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/5E901026F0F4F82F87257DC1005D4779?opendocument
SB15-138,2015,RS,ASCENT Program Funding,DONOVAN,WILSON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/875282F9F82154BA87257DAF006775C7?opendocument
SB15-139,2015,RS,Safe2tell Fraudulent Reports Identity,HILL,LEE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/BDBBE0C8CE284C2F87257DB60082145F?opendocument
SB15-140,2015,RS,Regulation Of Home Inspectors,TODD,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2A1AABF5043A94C787257DB1006A6AD9?opendocument
SB15-141,2015,RS,Income Tax Credit For Prop Taxes Paid Eligibility,SCHEFFEL,THURLOW,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/AB3E3E420950118487257DAB00609C09?opendocument
SB15-142,2015,RS,Property Tax Escrow Same As Federal RESPA,ROBERTS,PABON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/34DD49B79A70C85D87257DB3004F6D6A?opendocument
SB15-143,2015,RS,Suppl Approp Dept Agriculture,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FFC29FA26B16459087257D9C00661650?opendocument
SB15-144,2015,RS,Suppl Approp Dept Corrections,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/98DE45DDCF6C974587257D9C00665D7F?opendocument
SB15-145,2015,RS,Suppl Approp Dept Education,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/329D174D028BA3AD87257D9C00668464?opendocument
SB15-146,2015,RS,"Suppl Approp Offices Of Governor, Lt Gov, OSPB",LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B7C4EE45D53E53F887257D9C00669C2C?opendocument
SB15-147,2015,RS,Suppl Approp Dept Health Care Policy & Fin,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/787626BE0307B7DB87257D9C0066B793?opendocument
SB15-148,2015,RS,Suppl Approp Dept Higher Education,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/16B5205B672603A587257D9C0066D41F?opendocument
SB15-149,2015,RS,Suppl Approp Dept Human Services,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/99D2D377C4ECEBB687257D9C0066E9A3?opendocument
SB15-150,2015,RS,Suppl Approp Judicial Dept,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/4AC3468CA57087EA87257D9C00670C38?opendocument
SB15-151,2015,RS,Suppl Approp Dept Labor & Employment,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/28EF1C4BEBFCF3F187257D9C00672140?opendocument
SB15-152,2015,RS,Suppl Approp Dept Law,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FE37777EFC10099887257D9C00674105?opendocument
SB15-153,2015,RS,Suppl Approp Dept Legislature,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/8F79B0F132F654B487257D9C00675342?opendocument
SB15-154,2015,RS,Suppl Approp Dept Local Affairs,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/8100F165A8E8152887257D9C006A686C?opendocument
SB15-155,2015,RS,Suppl Approp Dept Military Affairs,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/53E71DB11231F8B287257D9C006BA104?opendocument
SB15-156,2015,RS,Suppl Approp Dept Natural Resources,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/72967F6DE8C0F01187257D9C006BB676?opendocument
SB15-157,2015,RS,Suppl Approp Dept Personnel,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/CC49219E95A6A33987257D9C006C0580?opendocument
SB15-158,2015,RS,Suppl Approp Dept Public Health & Environment,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/448A495BB23CB8EC87257D9C006C31FE?opendocument
SB15-159,2015,RS,Suppl Approp Dept Public Safety,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/15056106464DC29F87257D9C006C48CE?opendocument
SB15-160,2015,RS,Suppl Approp Dept Regulatory Agencies,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/191A6790575C856587257D9C006C5D91?opendocument
SB15-161,2015,RS,Suppl Approp Dept Revenue,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/3866F821801A7FAB87257D9C006C79F4?opendocument
SB15-162,2015,RS,Suppl Approp Dept State,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/20377A7F05AB655287257D9C006C9258?opendocument
SB15-163,2015,RS,Suppl Approp Dept Transportation,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2FB99BEA781582EE87257D9C006CA4D4?opendocument
SB15-164,2015,RS,Suppl Approp Dept The Treasury,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/37179420D58355CE87257D9C006CBB64?opendocument
SB15-165,2015,RS,Suppl Approp Capital Construction,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/C18F11D76B56FC5287257D9C006CD274?opendocument
SB15-166,2015,RS,Current Year Adjustments School Finance,STEADMAN,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/36307A0B96DDB73887257DD6005FEDAA?opendocument
SB15-167,2015,RS,Modify 2014-15 Approp From Marijuana Revenue,STEADMAN,RANKIN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/A8887E58CAEF9CE987257DD50057E9C2?opendocument
SB15-168,2015,RS,Intellectual & Dev Disab Fund Transfer To Gen Fund,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/AE713ABCEBA5459D87257DD9005EB3D4?opendocument
SB15-169,2015,RS,Transfer From State Empl Reserve Fund To Gen Fund,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/E79F0517A8D35D5487257DD900756741?opendocument
SB15-170,2015,RS,Transfer Gen Fund Money To Cap Constr Fund,GRANTHAM,YOUNG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2DA91921694728DE87257DD9005E17B1?opendocument
SB15-171,2015,RS,Sunset Private Occupational Education Act,HILL,MORENO,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D0CE3050E8A6876787257D89005DF57E?opendocument
SB15-172,2015,RS,High-performance Transp Enterprise Accountability,JONES,FOOTE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6FE438E6C676D84F87257D87006DBC9E?opendocument
SB15-173,2015,RS,School District Data Protection And Transparency,HOLBERT,PABON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/585B9C8F03B0EEB487257D930075F069?opendocument
SB15-174,2015,RS,Uniform Substitute Decision-making Docs Act,STEADMAN,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/93B56CD7D047EB7587257DB700034AD1?opendocument
SB15-175,2015,RS,Ammunition Magazines,HOLBERT; COOKE,HUMPHREY,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/3FC46FD01CA67E0287257D87007B52DB?opendocument
SB15-176,2015,RS,Southwest Chief Rail Commission Spending Authority,GARCIA; CROWDER,ESGAR,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/5F8A668B3755677A87257DC8006B8C65?opendocument
SB15-177,2015,RS,HOA Construction Defect Lawsuit Approval Timelines,SCHEFFEL; ULIBARRI,DELGROSSO; SINGER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/3E50F2E2EDBD7C3E87257D880004F79E?opendocument
SB15-178,2015,RS,Sunset Continue Comm'n For Deaf & Hard Of Hearing,NEWELL,DANIELSON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/791A299CE56A69CD87257D88007CBAAD?opendocument
SB15-179,2015,RS,US Highway 50 Economic Benefits Study,GARCIA,ESGAR,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/F59A62D01C64D24987257DA10079D3EB?opendocument
SB15-180,2015,RS,Regulatory Reform Act 2015,NEVILLE T.,NEVILLE P.,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/567ECBE63A58CDD587257DE00060B302?opendocument
SB15-181,2015,RS,Immediate Appeal Order Appointing Receiver,WOODS,SAINE; JOSHI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/F88E2497EBFBBCCD87257DCB0054B2E8?opendocument
SB15-182,2015,RS,DOC Transfer Offenders To Youthful Offender System,GARCIA; CROWDER,NAVARRO; ESGAR,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/AB608CF7CD2FA86787257DE0005AD3E6?opendocument
SB15-183,2015,RS,Quantify Water Rights Historical Consumptive Use,HODGE; SONNENBERG,ARNDT; BECKER J.,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B648EA2D3DA0D18C87257D89005E1EF8?opendocument
SB15-184,2015,RS,No Detention For Failure To Attend School,HOLBERT,FIELDS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/5C6A9518C0DDEE0B87257D9C0061FE64?opendocument
SB15-185,2015,RS,Police Data Collection And Community Policing,JOHNSTON,FIELDS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0109597EBE8D3A5E87257DCC007D0FC9?opendocument
SB15-186,2015,RS,Yoga Teacher Training Private Occupational School,WOODS,DORE; GARNETT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/7825B3F8BF51273687257DE000587EF6?opendocument
SB15-187,2015,RS,High-performance Transportation Enterprise Loans,GRANTHAM,YOUNG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/98D54CE4FF26265287257DEA0000C63C?opendocument
SB15-188,2015,RS,Tier 1 Tobacco Settlement Money Allocation,STEADMAN,RANKIN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B19FC20C3E2DDDDB87257DE3007DAD26?opendocument
SB15-189,2015,RS,Repeal Consolidated Tobacco Prog Reporting Reqmnts,STEADMAN,RANKIN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/A30C7AEB258E8FA087257DE3007D5B46?opendocument
SB15-190,2015,RS,Establish State Archives Fees Without Rule-making,GRANTHAM,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FD016B9ED0B3BC5B87257DE3005870E2?opendocument
SB15-191,2015,RS,FY 2015-16 Legislative Appropriation Bill,SCHEFFEL; CARROLL,DURAN; DELGROSSO,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6FFB23D685FE970787257DF200578F4D?opendocument
SB15-192,2015,RS,Therapeutic Drug Selections For Long-term Care,AGUILAR,JOSHI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D098038662657CCF87257DDA007D160D?opendocument
SB15-193,2015,RS,Statewide Internet Portal Authority Reports To GA,NEVILLE T.; NEWELL,TATE; TYLER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/17E1CAFA63D69AEF87257DEA00608E50?opendocument
SB15-194,2015,RS,Statewide Internet Portal Authority Board Members,NEVILLE T.; NEWELL,TATE; TYLER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/582D898708EB566587257DD3005CE82E?opendocument
SB15-195,2015,RS,Spending Savings From Earned Time In DOC,STEADMAN,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/A01FAB518883DBE687257DC800632D2D?opendocument
SB15-196,2015,RS,Industrial Hemp Certified Seeds Concentration Test,MARBLE; STEADMAN,LEBSOCK; SAINE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D9088D699F5A656087257D9600725193?opendocument
SB15-197,2015,RS,Advanced Practice Nurse Prescriptive Authority,CROWDER; JAHN,FIELDS; WILLETT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/83E59DDF6BDCCA6387257DE0005DBB1A?opendocument
SB15-198,2015,RS,Expand Fallowing Pilot Program Nonmunicipal Uses,CROWDER,VIGIL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D8A3DDCF291E795887257DE0005D4B2F?opendocument
SB15-199,2015,RS,Continue Funding For Habitat Partnership Program,SONNENBERG,VIGIL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0ECDC29A1613599087257DE0005ED86E?opendocument
SB15-200,2015,RS,Private Student Loan Disclosure Requirements,KERR,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/90B16323353091A587257DA100801DC4?opendocument
SB15-201,2015,RS,Cert Authorizers of Multi-district On-line Schools,KERR; HILL,YOUNG; WILSON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FF9CC3607B57885387257DA1008058C0?opendocument
SB15-202,2015,RS,Exclude Water Conditioning Appliance From Plumbing,BALMER,PABON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6D015FDDED9BEBD087257DD6006E40A4?opendocument
SB15-203,2015,RS,Sunset Debt-management Service Providers,COOKE,PABON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/05AEEC379598FF4E87257D8800788517?opendocument
SB15-204,2015,RS,Autonomy Of Child Protection Ombudsman,NEWELL; LUNDBERG,SINGER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/EEC719B98C5C0CF687257DA20053D3EE?opendocument
SB15-205,2015,RS,Veterans Fire Corps For Wildland Firefighting,ROBERTS; GARCIA,KEYSER; HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/622B81D3369FFA0987257DF1006088DD?opendocument
SB15-206,2015,RS,Implement Conservation Easement Audit Requirements,ROBERTS; HODGE,GARNETT; KEYSER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/18787A15FA2B30B787257DA5007942DD?opendocument
SB15-207,2015,RS,Refinance Authority For CBI Grand Junction Lab,BAUMGARDNER; SCOTT,BROWN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/61B0D97A4A2349A887257DE300768635?opendocument
SB15-208,2015,RS,Capital-related Expenditures,KEFALAS,BROWN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/34AC5FA50AD7995687257DB2006D3B98?opendocument
SB15-209,2015,RS,HOA Mgr Lic Debt Collection Exclude Time Shares,BALMER,WILLIAMS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/31B1B9F9C112BF9C87257DD6006EBFAD?opendocument
SB15-210,2015,RS,Title Insurance Commission,WOODS,ARNDT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/20DD6F1F4547BACE87257DE000581FFA?opendocument
SB15-211,2015,RS,Automatic Funding For Capital Assets,LAMBERT,RANKIN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/3BA66DAF9B3D2EC787257DCD000AF448?opendocument
SB15-212,2015,RS,Storm Water Facilities Not Injure Water Rights,SONNENBERG,WINTER; CARVER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/4ABC1ADCA03161CD87257DE8006637B3?opendocument
SB15-213,2015,RS,Waive Gov Immunity For Acts Of School Violence,CADMAN; SCHEFFEL,HULLINGHORST; DURAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/DE663DA892AB02C587257DE0005C0B97?opendocument
SB15-214,2015,RS,Interim Committee Safe Schools Youth Mental Health,SCHEFFEL; CADMAN,DURAN; HULLINGHORST,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/A94F6353FAD9FA6987257DE0005BB1BD?opendocument
SB15-215,2015,RS,Changes To Assessments In Public Schools,HILL; KERR,BUCKNER; WILSON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FCD3D084207C6BD887257E03007E87EF?opendocument
SB15-216,2015,RS,School District Exclusive Chartering Authority,HILL,FIELDS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/AD93825CBB82132187257DCB0072E456?opendocument
SB15-217,2015,RS,Police Shooting Data Collection,ROBERTS; COOKE,WILLIAMS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/DE820F4DD2EFF5A487257DFE00565D09?opendocument
SB15-218,2015,RS,Disclose Misrepresentations By Peace Officers,ROBERTS; COOKE,WILLIAMS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/8E4663D1877A47DD87257DFE0056DEAC?opendocument
SB15-219,2015,RS,Peace Officer Shootings Transparency Measures,COOKE; ROBERTS,SALAZAR,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/311427F41F2A4E1E87257E0000637AF2?opendocument
SB15-220,2015,RS,Provision Of Security For General Assembly,CARROLL; CADMAN,DURAN; DELGROSSO,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/AC40735985A2163F87257DFD005ECBF4?opendocument
SB15-221,2015,RS,Public Transit Officers,COOKE,DANIELSON; PRIOLA,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0E73F5314E102F6C87257DEB0054E58B?opendocument
SB15-222,2015,RS,Sales & Use Tax Refund For Rural Broadband Limit,SCHEFFEL,WILLIAMS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/010081DC53EA24E387257DEB007E1837?opendocument
SB15-223,2015,RS,Remove Penalty When Parent Opts Child Out Of Test,HOLBERT; TODD,LEBSOCK; RANSOM,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D0DFECDCC327912F87257DCE0067F1DA?opendocument
SB15-224,2015,RS,Building Foundation Well Permit Exemption,SONNENBERG,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/E98FDD42C8DCB80487257DEB007D21A0?opendocument
SB15-225,2015,RS,State Historical Society Governance ,HOLBERT; NEVILLE T.,RYDEN; SAINE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6CAE44E2C9E5C7F087257DE80062728C?opendocument
SB15-226,2015,RS,Hunter Education Wildlife Hunting License,SONNENBERG,VIGIL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6C1415F30DC1AA9287257DE0005FD42D?opendocument
SB15-227,2015,RS,Residential Storage Condo Unit As Real Property,GRANTHAM; JAHN,MELTON; VAN WINKLE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/921137C3BABD656187257DFE00557341?opendocument
SB15-228,2015,RS,Medicaid Provider Rate Review,STEADMAN,RANKIN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/8B27252C2C2E656F87257E04005E224C?opendocument
SB15-229,2015,RS,ALS Motor Vehicle License Plate,WOODS,JOSHI; MITSCH BUSH,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D72E892AB017B9CA87257DF9005D0B9B?opendocument
SB15-230,2015,RS,Telephone Company Property Tax Valuation Method,SCHEFFEL,WILLIAMS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/684A17262F8A2A8187257DE00059CF2D?opendocument
SB15-231,2015,RS,Ban Regulatory Agency Firearms & Special Ops,MARBLE,SALAZAR; EVERETT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/ABCE8809C5F1042287257D9C005ED459?opendocument
SB15-232,2015,RS,CO Federal Land Mgmt Commission,BAUMGARDNER; SONNENBERG,CORAM,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/81CC74AFFDC1D9CA87257DBD0066DB20?opendocument
SB15-233,2015,RS,Revising CO Ed Accountability Measures,MARBLE; WOODS,EVERETT; SAINE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/BE473EF9BBA4B26687257E03007AD4AA?opendocument
SB15-234,2015,RS,2015-16 Long Appropriations Bill,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/8153E646AA550F5987257D9C006CE464?opendocument
SB15-235,2015,RS,Increasing Cap On Appropriation For School Lunches,STEADMAN,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/934885D18D8FE48687257E0400745488?opendocument
SB15-236,2015,RS,Reorganize State Historical Society Funds,GRANTHAM,RANKIN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/141CE45F3323EF4A87257DFF000356B2?opendocument
SB15-237,2015,RS,Calculation Of Limitations In Higher Ed Funding,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FEEC8ECE443BACAC87257E000070FCD3?opendocument
SB15-238,2015,RS,General Fund Exempt Institutions Of Higher Ed Uses,STEADMAN,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0E313E9BF6BA399F87257E0E006F0D3E?opendocument
SB15-239,2015,RS,Transfer Vocational Rehab From DHS To CDLE,LAMBERT,YOUNG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/F5D394740AB113E587257DCC000288EB?opendocument
SB15-240,2015,RS,Funding Formula Independent Living Centers,STEADMAN,YOUNG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B9B39B21FA62A32987257DCD000B9F08?opendocument
SB15-241,2015,RS,Collaborative Management Program Human Services,STEADMAN,YOUNG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/508D047E144467C787257DFF00032113?opendocument
SB15-242,2015,RS,Child Welfare Staff Funding Allocation,GRANTHAM,YOUNG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/855A632D261381B187257DFF00039976?opendocument
SB15-243,2015,RS,Prohibit Closure Of Beds For Dev Disab Waiver,LAMBERT,YOUNG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/E1AFB264E87BAF1A87257E060060DF1B?opendocument
SB15-244,2015,RS,Transfers Related To Fed Mineral Lease Recoupment,GRANTHAM,RANKIN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/C6F4584BE09B65D787257DCD000B6CEF?opendocument
SB15-245,2015,RS,Provide State Funding To Map Natural Hazard Areas,GRANTHAM,YOUNG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/7A18FF00ED7A2BB387257E04006F1F91?opendocument
SB15-246,2015,RS,Statewide Financial IT Systems Mod For DPA,LAMBERT,RANKIN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/71A5207D49CF3BD087257DE300580338?opendocument
SB15-247,2015,RS,Tobacco Settlement Funded Drug Assistance Program,STEADMAN,YOUNG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/73CD69AC30EA022D87257DF20079F6F4?opendocument
SB15-248,2015,RS,Repeal State Facility Security Fund,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/EC63F8A27F9497FC87257DFF0072F72A?opendocument
SB15-249,2015,RS,Marijuana Tax Cash Fund Transfer To General Fund,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/720106A68C78F41987257E0E0060A407?opendocument
SB15-250,2015,RS,Capital Related Transfers Of Moneys,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FFB41F3398EDA04487257E04006ED34A?opendocument
SB15-251,2015,RS,Gen Fund Reserve Exclude Lease-purchase Payments,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/BC9A90F7D38CF04187257E0700587FCC?opendocument
SB15-252,2015,RS,Energy Loans For School Energy Audits,JOHNSTON,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/58BFAF45EC2C7FD887257DA8007E68F0?opendocument
SB15-253,2015,RS,CO Water Conservation Bd Construction Fund Project,SONNENBERG,VIGIL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/8EEC51C07E20CA8087257DE0005F7FF9?opendocument
SB15-254,2015,RS,Renewable Energy Std New Solar Extend Date,GRANTHAM,LEE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/CCB99ED4DA7C05BD87257DEB0053E8AC?opendocument
SB15-255,2015,RS,Deposit Severance Tax Revenues In General Fund,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/BA0DF4AC4EB39CD587257E11007805AC?opendocument
SB15-256,2015,RS,CO Health Insurance Exchange Oversight Committee,ROBERTS,MCCANN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/39AC80DE37AD975F87257E0E004EE3F1?opendocument
SB15-257,2015,RS,Ed Stds & Assessments & Flexibility Pilot Program,HILL; MERRIFIELD,HAMNER; WILSON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FB77D2462DD5FD5287257E0C005CB6BA?opendocument
